category_id,DefectClass,Filename,X0,Y0,X1,Y1,Border,CamNo,Side,Field
1,3,3CAL_00008609_02_004362.jpg,1897,495,1899,538,0,2,0,0
18,271,3CAL_00018793_03_001354.jpg,1419,330,1422,999,0,3,0,0
18,271,3CAL_00018790_03_013162.jpg,1219,202,1222,999,0,3,0,0
18,271,3CAL_00018788_03_012190.jpg,215,0,217,172,0,3,0,0
#N/A,5,3CAL_00012643_04_006446.jpg,450,678,453,682,574,4,0,0
#N/A,5,3CAL_00012643_04_006528.jpg,455,848,458,853,574,4,0,0
18,271,3CAL_00018788_03_012190.jpg,214,653,215,714,0,3,0,0
18,271,3CAL_00018788_03_012190.jpg,214,882,215,999,0,3,0,0
7,161,3CAL_00008534_04_014332.jpg,277,260,392,617,824,4,0,0
7,161,3CAL_00008534_02_014332.jpg,508,0,523,255,0,2,0,0
7,161,3CAL_00008534_04_014333.jpg,289,451,388,582,824,4,0,0
8,170,3CAL_00017229_08_000004.jpg,1015,408,1038,433,1155,8,0,1
7,161,3CAL_00008542_07_014857.jpg,92,163,298,238,0,7,0,1
5,130,3CAL_00008534_01_002604.jpg,1213,0,1229,823,1180,1,0,0
5,130,3CAL_00008534_01_002893.jpg,1228,0,1231,731,1180,1,0,0
7,161,3CAL_00008534_08_014128.jpg,0,790,658,893,831,8,0,1
5,130,3CAL_00008705_01_004047.jpg,1591,92,1596,560,1538,1,0,0
8,170,3CAL_00017195_07_009012.jpg,1871,525,1895,552,0,7,0,1
1,3,3CAL_00008609_01_000648.jpg,1264,467,1268,471,1091,1,0,0
18,271,3CAL_00018788_03_012191.jpg,213,0,216,338,0,3,0,0
8,170,3CAL_00017203_07_011337.jpg,1912,404,1933,431,0,7,0,1
8,170,3CAL_00017205_08_000031.jpg,104,909,125,937,716,8,0,1
10,200,3CAL_00016793_06_000012.jpg,950,0,1218,1000,0,6,0,1
22,430,3CAL_00019521_08_000277.jpg,695,206,725,398,718,8,0,1
1,3,3CAL_00008534_01_014328.jpg,1881,634,1885,637,1180,1,0,0
7,161,3CAL_00008534_04_014332.jpg,246,157,396,491,824,4,0,0
7,161,3CAL_00008542_07_014870.jpg,22,658,333,731,0,7,0,1
18,271,3CAL_00018787_03_007040.jpg,1810,489,1813,999,0,3,0,0
7,161,3CAL_00008542_07_014877.jpg,0,366,370,461,0,7,0,1
7,161,3CAL_00008542_07_014884.jpg,72,63,389,166,0,7,0,1
8,170,3CAL_00017205_07_000031.jpg,1984,907,2010,932,0,7,0,1
#N/A,5,3CAL_00008529_02_000188.jpg,503,64,557,136,0,2,0,0
#N/A,5,3CAL_00008529_02_000190.jpg,477,482,536,640,0,2,0,0
8,170,3CAL_00017205_06_000086.jpg,1701,58,1724,86,0,6,0,1
18,271,3CAL_00018786_03_004732.jpg,1336,511,1339,999,0,3,0,0
19,280,3CAL_00008609_02_000950.jpg,1471,909,1473,921,0,2,0,0
19,280,3CAL_00008609_03_000978.jpg,240,490,243,501,0,3,0,0
4,120,3CAL_00019016_03_005636.jpg,548,0,568,997,0,3,0,0
18,271,3CAL_00008646_07_001184.jpg,842,516,860,923,0,7,0,1
18,271,3CAL_00008646_07_002223.jpg,1145,305,1166,905,0,7,0,1
3,110,3CAL_00018994_02_010239.jpg,1207,565,1212,999,0,2,0,0
20,290,3CAL_00008646_06_003085.jpg,216,785,533,1000,0,6,0,1
7,161,3CAL_00008534_05_014329.jpg,1324,418,1412,802,1177,5,0,1
7,161,3CAL_00008534_08_014333.jpg,244,662,395,1000,829,8,0,1
3,110,3CAL_00018994_02_010240.jpg,1208,19,1212,959,0,2,0,0
4,120,3CAL_00008534_01_014336.jpg,1573,583,1603,794,1177,1,0,0
7,161,3CAL_00008534_05_014330.jpg,1789,584,1841,898,1177,5,0,1
7,161,3CAL_00008534_08_014335.jpg,251,0,410,205,829,8,0,1
7,161,3CAL_00008534_06_014332.jpg,297,464,717,1000,0,6,0,1
#N/A,5,3CAL_00008632_01_002484.jpg,1678,125,1682,129,1510,1,0,0
#N/A,5,3CAL_00008632_04_002485.jpg,337,415,340,419,497,4,0,0
#N/A,5,3CAL_00008632_01_002487.jpg,1671,801,1675,806,1510,1,0,0
#N/A,5,3CAL_00008632_04_002489.jpg,326,344,329,350,497,4,0,0
#N/A,5,3CAL_00008632_04_002490.jpg,331,129,334,135,497,4,0,0
#N/A,5,3CAL_00008632_04_002496.jpg,324,428,327,432,497,4,0,0
5,130,3CAL_00014118_08_012818.jpg,684,0,706,999,736,8,0,1
3,110,3CAL_00018994_02_002218.jpg,544,0,687,654,0,2,0,0
15,260,3CAL_00014548_06_000006.jpg,1943,778,1999,834,0,6,0,1
16,261,3CAL_00014548_06_000007.jpg,0,65,2048,185,0,6,0,1
3,110,3CAL_00019001_02_012642.jpg,1385,0,1395,999,0,2,0,0
19,280,3CAL_00014577_07_000007.jpg,367,276,385,309,1748,7,0,1
1,3,3CAL_00014577_07_000007.jpg,363,614,380,635,1748,7,0,1
7,161,3CAL_00008534_08_014334.jpg,175,0,403,696,829,8,0,1
7,161,3CAL_00008534_07_014334.jpg,24,465,637,1000,0,7,0,1
7,161,3CAL_00008534_07_014335.jpg,1488,79,1884,999,0,7,0,1
19,280,3CAL_00008609_02_000993.jpg,1405,728,1406,740,0,2,0,0
19,280,3CAL_00008609_02_001091.jpg,547,436,551,448,0,2,0,0
3,110,3CAL_00019002_03_009152.jpg,387,0,399,979,0,3,0,0
3,110,3CAL_00019003_03_007259.jpg,446,0,459,986,0,3,0,0
3,110,3CAL_00008618_06_002277.jpg,783,754,798,1000,0,6,0,1
#N/A,5,3CAL_00008529_02_000191.jpg,639,833,676,890,0,2,0,0
3,110,3CAL_00019003_03_007261.jpg,447,126,456,972,0,3,0,0
#N/A,5,3CAL_00008529_03_000232.jpg,432,490,444,614,0,3,0,0
15,260,3CAL_00016654_07_000005.jpg,21,617,77,673,1813,7,0,1
3,110,3CAL_00019003_03_004462.jpg,760,11,773,760,0,3,0,0
16,261,3CAL_00014548_07_000007.jpg,0,57,2048,197,0,7,0,1
5,130,3CAL_00014548_05_005766.jpg,1759,0,1783,1000,1723,5,0,1
5,130,3CAL_00014548_05_005765.jpg,1762,379,1780,1000,1723,5,0,1
5,130,3CAL_00014548_05_005741.jpg,1753,0,1770,492,1723,5,0,1
15,260,3CAL_00008685_06_000005.jpg,1811,348,1869,413,0,6,0,1
#N/A,5,3CAL_00008632_01_002496.jpg,1675,320,1678,324,1511,1,0,0
3,110,3CAL_00019003_03_004463.jpg,760,42,762,977,0,3,0,0
3,110,3CAL_00008632_02_003080.jpg,957,450,963,649,0,2,0,0
1,3,3CAL_00008632_02_004719.jpg,839,855,843,858,0,2,0,0
3,110,3CAL_00019003_03_007257.jpg,445,700,461,999,0,3,0,0
3,110,3CAL_00019003_03_007256.jpg,445,100,460,999,0,3,0,0
20,290,3CAL_00008646_06_003086.jpg,84,0,1044,1000,0,6,0,1
15,260,3CAL_00016654_06_000005.jpg,1898,626,1954,682,232,6,0,1
3,110,3CAL_00019003_02_009145.jpg,807,455,819,999,0,2,0,0
12,220,3CAL_00008696_07_010264.jpg,1468,935,1489,991,0,7,0,1
15,260,3CAL_00008600_06_000008.jpg,1775,350,1834,442,0,6,0,1
18,271,3CAL_00008600_03_006282.jpg,1437,587,1440,821,0,3,0,0
18,271,3CAL_00008600_03_006284.jpg,1437,686,1440,859,0,3,0,0
9,190,3CAL_00008600_03_006456.jpg,826,260,977,664,0,3,0,0
9,190,3CAL_00008600_03_006457.jpg,779,234,831,410,0,3,0,0
3,110,3CAL_00008618_06_002279.jpg,779,0,800,906,0,6,0,1
20,290,3CAL_00010449_05_000023.jpg,1445,0,1598,1000,1438,5,0,1
3,110,3CAL_00008618_06_002278.jpg,780,0,800,1000,0,6,0,1
3,110,3CAL_00008618_06_006651.jpg,781,69,800,1000,0,6,0,1
3,110,3CAL_00008618_06_006650.jpg,777,0,798,1000,0,6,0,1
#N/A,5,3CAL_00012644_04_003819.jpg,458,623,461,629,564,4,0,0
3,110,3CAL_00008618_02_007137.jpg,944,581,952,999,0,2,0,0
5,130,3CAL_00008529_01_015039.jpg,1184,103,1204,904,1157,1,0,0
20,290,3CAL_00010449_05_000024.jpg,1457,0,1602,1000,1438,5,0,1
3,110,3CAL_00019003_02_009143.jpg,808,678,817,985,0,2,0,0
20,290,3CAL_00008685_07_000302.jpg,1710,111,1853,374,0,7,0,1
20,290,3CAL_00010449_08_000024.jpg,372,17,556,1000,576,8,0,1
3,110,3CAL_00019009_03_000720.jpg,576,0,592,999,0,3,0,0
3,110,3CAL_00019009_03_000721.jpg,578,0,589,358,0,3,0,0
20,290,3CAL_00008685_05_000315.jpg,1447,146,1807,1000,1433,5,0,1
18,271,3CAL_00008685_02_000323.jpg,1705,807,1708,999,0,2,0,0
18,271,3CAL_00008685_02_000324.jpg,1705,0,1708,320,0,2,0,0
21,420,3CAL_00008685_07_000361.jpg,1526,902,1547,962,0,7,0,1
21,420,3CAL_00008685_07_003087.jpg,1194,897,1218,966,0,7,0,1
20,290,3CAL_00008696_07_000563.jpg,1780,0,2047,986,0,7,0,1
20,290,3CAL_00008696_08_000538.jpg,0,741,207,1000,579,8,0,1
3,110,3CAL_00019012_03_008240.jpg,1017,35,1036,929,0,3,0,0
15,260,3CAL_00008677_02_000004.jpg,1839,839,1869,892,0,2,0,0
3,110,3CAL_00019013_03_002856.jpg,676,0,682,999,0,3,0,0
3,110,3CAL_00019013_03_002857.jpg,677,0,681,521,0,3,0,0
9,190,3CAL_00008600_03_006458.jpg,779,24,830,999,0,3,0,0
9,190,3CAL_00008600_03_006459.jpg,577,0,939,999,0,3,0,0
9,190,3CAL_00008600_03_006460.jpg,527,0,883,999,0,3,0,0
18,271,3CAL_00008600_02_006460.jpg,1612,759,1614,996,0,2,0,0
20,290,3CAL_00008685_03_000370.jpg,1769,0,2035,308,0,3,0,0
20,290,3CAL_00008685_04_000375.jpg,103,18,201,174,573,4,0,0
20,290,3CAL_00008685_08_000343.jpg,0,200,284,828,579,8,0,1
5,130,3CAL_00008529_01_015063.jpg,1186,292,1207,544,1157,1,0,0
9,190,3CAL_00008600_02_006461.jpg,1539,0,1758,300,0,2,0,0
9,190,3CAL_00008600_03_006461.jpg,526,0,965,999,0,3,0,0
3,110,3CAL_00019013_03_005265.jpg,246,14,255,999,0,3,0,0
9,190,3CAL_00008600_03_006461.jpg,38,833,165,999,0,3,0,0
12,220,3CAL_00008696_05_003372.jpg,1856,774,1913,834,1432,5,0,1
20,290,3CAL_00008685_07_000361.jpg,1696,306,2048,1000,0,7,0,1
20,290,3CAL_00008685_05_000392.jpg,1461,0,1686,668,1434,5,0,1
18,271,3CAL_00008677_01_003105.jpg,1715,46,1717,387,1431,1,0,0
3,110,3CAL_00019019_02_003465.jpg,1100,547,1105,887,0,2,0,0
3,110,3CAL_00019020_03_002539.jpg,249,222,255,999,0,3,0,0
3,110,3CAL_00019023_02_007464.jpg,1300,290,1303,992,0,2,0,0
9,190,3CAL_00008600_03_006462.jpg,442,0,984,999,0,3,0,0
9,190,3CAL_00008600_02_006463.jpg,1581,551,1744,898,0,2,0,0
3,110,3CAL_00019023_02_008389.jpg,1527,0,1532,692,0,2,0,0
3,110,3CAL_00008618_02_007139.jpg,944,0,951,378,0,2,0,0
3,110,3CAL_00008618_06_007141.jpg,935,0,958,1000,0,6,0,1
3,110,3CAL_00008618_06_007142.jpg,931,0,955,1000,0,6,0,1
3,110,3CAL_00019021_01_002125.jpg,1684,215,1691,965,870,1,0,0
#N/A,5,3CAL_00008632_04_005142.jpg,327,650,332,756,497,4,0,0
3,110,3CAL_00019022_04_005621.jpg,120,604,123,717,1124,4,0,0
3,110,3CAL_00019030_02_000535.jpg,492,489,495,689,0,2,0,0
3,110,3CAL_00019030_03_005110.jpg,1415,448,1419,743,0,3,0,0
9,190,3CAL_00008600_03_006458.jpg,484,639,698,1000,0,3,0,0
18,271,3CAL_00008600_02_006461.jpg,1718,809,1721,999,0,2,0,0
20,290,3CAL_00008685_03_000369.jpg,1808,799,1959,999,0,3,0,0
15,260,3CAL_00016652_07_000006.jpg,55,791,111,847,1810,7,0,1
20,290,3CAL_00008685_04_000370.jpg,3,0,214,342,573,4,0,0
3,110,3CAL_00008529_01_015176.jpg,1327,388,1348,977,1159,1,0,0
3,110,3CAL_00019030_03_006709.jpg,1583,340,1587,696,0,3,0,0
3,110,3CAL_00019033_03_000001.jpg,1302,14,1306,240,0,3,0,0
9,190,3CAL_00008600_02_006462.jpg,1584,680,1801,1000,0,2,0,0
9,190,3CAL_00008600_02_006462.jpg,1842,629,2045,1000,0,2,0,0
12,220,3CAL_00008696_01_003369.jpg,1850,223,1866,280,1432,1,0,0
3,110,3CAL_00019034_02_001372.jpg,770,485,773,999,0,2,0,0
20,290,3CAL_00008685_03_003548.jpg,1496,36,1673,355,0,3,0,0
20,290,3CAL_00008685_03_003547.jpg,1462,298,1702,999,0,3,0,0
20,290,3CAL_00008685_03_003552.jpg,1464,319,1701,745,0,3,0,0
20,290,3CAL_00008677_05_000015.jpg,1436,0,1640,743,1435,5,0,1
#N/A,5,3CAL_00008630_01_000217.jpg,1609,152,1612,156,1433,1,0,0
18,271,3CAL_00008600_02_006462.jpg,1719,0,1721,234,0,2,0,0
#N/A,294,3CAL_00016101_03_006222.jpg,711,0,728,269,1644,3,0,0
#N/A,5,3CAL_00012644_04_004836.jpg,460,599,463,605,565,4,0,0
#N/A,5,3CAL_00012644_01_005824.jpg,1563,346,1569,352,1446,1,0,0
#N/A,5,3CAL_00012644_04_005160.jpg,443,230,448,233,565,4,0,0
3,110,3CAL_00019053_03_001095.jpg,720,14,729,989,0,3,0,0
20,290,3CAL_00008685_07_003083.jpg,1349,150,1965,1000,0,7,0,1
9,190,3CAL_00017171_07_000006.jpg,91,0,494,432,0,7,0,1
9,190,3CAL_00017171_07_000005.jpg,0,0,517,1000,0,7,0,1
20,290,3CAL_00008685_07_003094.jpg,1439,553,1652,1000,0,7,0,1
3,110,3CAL_00019030_03_002148.jpg,1482,0,1485,130,0,3,0,0
3,110,3CAL_00019030_03_002264.jpg,1476,818,1479,962,0,3,0,0
3,110,3CAL_00019030_03_004403.jpg,1301,604,1307,789,0,3,0,0
#N/A,5,3CAL_00012644_01_008569.jpg,1524,222,1531,269,1446,1,0,0
15,260,3CAL_00014587_07_000008.jpg,76,446,132,502,0,7,0,1
3,110,3CAL_00019056_03_001682.jpg,1890,69,1918,999,0,3,0,0
20,290,3CAL_00008685_07_006415.jpg,1181,0,1756,917,0,7,0,1
20,290,3CAL_00008685_07_006414.jpg,1349,0,2048,1000,0,7,0,1
20,290,3CAL_00008685_07_006418.jpg,1526,538,2048,1000,0,7,0,1
3,110,3CAL_00019062_03_003904.jpg,286,0,298,334,0,3,0,0
15,260,3CAL_00016652_06_000006.jpg,1932,799,1988,855,233,6,0,1
3,110,3CAL_00019081_03_002260.jpg,529,848,535,999,1889,3,0,0
3,110,3CAL_00019081_03_002261.jpg,529,0,534,306,1888,3,0,0
19,280,3CAL_00016675_07_000978.jpg,1706,611,1715,625,2036,7,0,1
12,220,3CAL_00016674_07_004406.jpg,1230,557,1276,607,2000,7,0,1
18,271,3CAL_00008685_07_006994.jpg,1498,173,1518,578,0,7,0,1
11,210,3CAL_00008685_08_007190.jpg,287,460,473,601,578,8,0,1
11,210,3CAL_00008685_08_007190.jpg,100,31,192,168,578,8,0,1
11,210,3CAL_00008685_07_007655.jpg,1975,0,2048,97,0,7,0,1
1,3,3CAL_00008630_03_000460.jpg,803,438,807,441,0,3,0,0
3,110,3CAL_00019091_02_003656.jpg,1327,271,1332,999,0,2,0,0
3,110,3CAL_00019097_03_006539.jpg,725,460,732,962,1953,3,0,0
3,110,3CAL_00019097_03_006540.jpg,724,0,733,999,1953,3,0,0
11,210,3CAL_00008685_07_007654.jpg,1975,929,2048,1000,0,7,0,1
20,290,3CAL_00008685_07_003084.jpg,1370,0,2048,1000,0,7,0,1
3,110,3CAL_00019097_03_006541.jpg,725,0,734,999,1953,3,0,0
3,110,3CAL_00019097_03_006542.jpg,726,0,734,355,1953,3,0,0
20,290,3CAL_00008685_07_003086.jpg,1366,98,1934,1000,0,7,0,1
20,290,3CAL_00008685_07_003091.jpg,1384,0,1709,751,0,7,0,1
20,290,3CAL_00008685_07_003087.jpg,1366,0,2048,1000,0,7,0,1
3,110,3CAL_00019099_02_002898.jpg,1820,574,1824,777,162,2,0,0
20,290,3CAL_00010449_05_000028.jpg,1457,0,1594,1000,1438,5,0,1
15,260,3CAL_00014587_06_000008.jpg,1962,453,2018,509,0,6,0,1
9,190,3CAL_00017171_06_000005.jpg,1198,0,2048,1000,0,6,0,1
21,420,3CAL_00016674_07_004406.jpg,370,512,387,531,2000,7,0,1
20,290,3CAL_00008685_07_003090.jpg,1381,235,1708,1000,0,7,0,1
20,290,3CAL_00008685_07_003095.jpg,1459,0,1735,558,0,7,0,1
20,290,3CAL_00008685_07_006413.jpg,1495,538,2048,1000,0,7,0,1
3,110,3CAL_00019096_02_001078.jpg,119,363,125,910,0,2,0,0
15,260,3CAL_00016649_06_000005.jpg,1968,217,2024,273,210,6,0,1
3,110,3CAL_00019096_02_001705.jpg,191,389,200,848,0,2,0,0
22,430,3CAL_00019512_08_000035.jpg,775,133,795,235,792,8,0,1
21,420,3CAL_00010449_05_000360.jpg,1450,396,1481,758,1440,5,0,1
19,280,3CAL_00008534_05_014330.jpg,1529,512,1542,530,1177,5,0,1
20,290,3CAL_00008685_07_006427.jpg,1188,36,1434,392,0,7,0,1
11,210,3CAL_00008685_07_007654.jpg,1781,276,1907,534,0,7,0,1
3,110,3CAL_00019105_03_000496.jpg,623,920,624,931,1860,3,0,0
3,110,3CAL_00019105_03_000496.jpg,621,348,623,594,1860,3,0,0
3,110,3CAL_00019106_03_013547.jpg,385,0,390,892,1862,3,0,0
3,110,3CAL_00019107_03_001067.jpg,982,51,989,993,1861,3,0,0
1,3,3CAL_00008630_03_000480.jpg,802,552,806,556,0,3,0,0
15,260,3CAL_00008692_06_000004.jpg,1840,799,1892,865,0,6,0,1
5,130,3CAL_00014118_08_017452.jpg,694,370,713,1000,737,8,0,1
6,160,3CAL_00019014_02_010027.jpg,32,767,2047,790,0,2,0,0
18,271,3CAL_00008692_02_007230.jpg,696,0,698,312,0,2,0,0
7,161,3CAL_00011736_03_000016.jpg,1728,432,1736,448,1785,3,0,0
6,160,3CAL_00019014_04_009924.jpg,0,745,806,759,1244,4,0,0
6,160,3CAL_00019014_02_009924.jpg,0,741,2047,765,0,2,0,0
1,3,3CAL_00008630_03_000550.jpg,801,959,804,962,0,3,0,0
5,130,3CAL_00014118_08_012837.jpg,685,0,706,999,736,8,0,1
6,160,3CAL_00019014_03_009924.jpg,0,744,2047,759,0,3,0,0
6,160,3CAL_00019013_03_010068.jpg,0,182,2047,195,0,3,0,0
1,3,3CAL_00008630_02_000585.jpg,921,107,924,110,0,2,0,0
18,271,3CAL_00008692_02_007229.jpg,696,532,698,999,0,2,0,0
16,261,3CAL_00008699_05_000005.jpg,1386,839,1484,926,1436,5,0,1
6,160,3CAL_00019013_02_010070.jpg,343,179,2047,201,0,2,0,0
5,130,3CAL_00014118_08_015745.jpg,681,0,707,999,737,8,0,1
5,130,3CAL_00014118_08_017454.jpg,685,193,707,1000,738,8,0,1
6,160,3CAL_00019013_04_010068.jpg,0,184,619,194,1249,4,0,0
6,160,3CAL_00019010_02_011622.jpg,1209,494,2047,513,0,2,0,0
16,261,3CAL_00008699_06_000005.jpg,0,864,2047,916,0,6,0,1
6,160,3CAL_00019010_01_011615.jpg,1622,785,2047,798,1115,1,0,0
6,160,3CAL_00019010_04_011613.jpg,0,781,730,798,879,4,0,0
6,160,3CAL_00019009_03_011662.jpg,0,761,1862,805,0,3,0,0
12,220,3CAL_00008699_06_011296.jpg,249,830,274,873,0,6,0,1
5,130,3CAL_00014118_08_012839.jpg,685,0,706,999,736,8,0,1
15,260,3CAL_00016631_07_000006.jpg,120,791,176,847,1994,7,0,1
6,160,3CAL_00019009_04_011662.jpg,272,746,281,791,649,4,0,0
9,190,3CAL_00017171_07_000004.jpg,0,0,560,1000,0,7,0,1
6,160,3CAL_00019009_02_011560.jpg,0,322,2047,350,0,2,0,0
6,160,3CAL_00019009_03_011560.jpg,0,324,2047,365,0,3,0,0
6,160,3CAL_00019009_04_011560.jpg,0,309,548,361,648,4,0,0
5,130,3CAL_00014548_05_005473.jpg,1765,0,1786,1000,1723,5,0,1
5,130,3CAL_00014548_05_005338.jpg,1757,0,1778,515,1723,5,0,1
5,130,3CAL_00014548_05_005337.jpg,1760,194,1783,1000,1723,5,0,1
1,3,3CAL_00017019_07_007841.jpg,1099,215,1113,228,2030,7,0,1
6,160,3CAL_00019009_01_011560.jpg,1580,333,2047,346,1350,1,0,0
6,160,3CAL_00018999_03_009561.jpg,304,941,2047,958,0,3,0,0
6,160,3CAL_00018999_02_009458.jpg,509,406,2047,425,0,2,0,0
1,3,3CAL_00008630_03_000543.jpg,626,600,629,604,0,3,0,0
18,271,3CAL_00008692_06_007233.jpg,684,0,703,922,0,6,0,1
6,160,3CAL_00018999_03_009458.jpg,0,406,2047,424,0,3,0,0
12,220,3CAL_00008692_05_013092.jpg,1462,496,1513,555,1432,5,0,1
16,261,3CAL_00008699_01_000002.jpg,1492,342,2047,374,1432,1,0,0
6,160,3CAL_00018999_04_009458.jpg,0,408,186,424,286,4,0,0
22,430,3CAL_00002320_03_000060.jpg,1639,0,1692,999,1792,3,0,0
16,261,3CAL_00008699_02_000002.jpg,0,336,2047,376,0,2,0,0
#N/A,5,3CAL_00008630_01_000804.jpg,1612,489,1615,494,1433,1,0,0
6,160,3CAL_00018999_04_009458.jpg,266,390,286,441,286,4,0,0
21,420,3CAL_00010449_05_002846.jpg,1495,406,1510,421,1441,5,0,1
21,420,3CAL_00010449_05_006343.jpg,1934,845,1956,914,1442,5,0,1
#N/A,5,3CAL_00008630_01_000932.jpg,1603,238,1605,243,1433,1,0,0
#N/A,5,3CAL_00008630_01_000998.jpg,1602,553,1604,558,1432,1,0,0
#N/A,5,3CAL_00008630_01_001016.jpg,1593,670,1596,674,1433,1,0,0
6,160,3CAL_00018940_03_014399.jpg,657,855,2047,866,0,3,0,0
1,3,3CAL_00008600_03_006478.jpg,573,92,576,95,0,3,0,0
1,3,3CAL_00008600_03_006488.jpg,575,176,579,179,0,3,0,0
#N/A,5,3CAL_00008630_01_001045.jpg,1610,895,1612,900,1432,1,0,0
#N/A,5,3CAL_00008630_01_001528.jpg,1610,798,1612,803,1433,1,0,0
#N/A,5,3CAL_00008630_01_001555.jpg,1605,464,1607,469,1432,1,0,0
#N/A,5,3CAL_00008630_01_001571.jpg,1598,953,1601,958,1432,1,0,0
6,160,3CAL_00018940_04_014399.jpg,0,856,139,865,239,4,0,0
21,420,3CAL_00016674_07_004405.jpg,272,171,294,198,2000,7,0,1
9,190,3CAL_00016671_07_002664.jpg,304,0,324,1000,0,7,0,1
#N/A,5,3CAL_00008630_01_001689.jpg,1610,820,1613,824,1431,1,0,0
#N/A,5,3CAL_00008630_01_001787.jpg,1598,451,1600,456,1432,1,0,0
#N/A,5,3CAL_00008630_01_001865.jpg,1589,405,1592,409,1433,1,0,0
11,210,3CAL_00008630_08_001869.jpg,0,0,284,609,581,8,0,1
16,261,3CAL_00008634_01_000004.jpg,1446,846,1698,1000,1508,1,0,0
16,261,3CAL_00008634_04_000004.jpg,441,951,466,993,499,4,0,0
11,210,3CAL_00008630_07_001868.jpg,1432,546,2048,1000,0,7,0,1
11,210,3CAL_00008630_07_001869.jpg,1369,0,2048,871,0,7,0,1
16,261,3CAL_00008634_04_000004.jpg,388,922,555,994,499,4,0,0
16,261,3CAL_00008634_03_000004.jpg,0,927,2047,983,0,3,0,0
16,261,3CAL_00008634_02_000004.jpg,0,896,2047,984,0,2,0,0
1,3,3CAL_00008634_03_003569.jpg,671,555,675,559,0,3,0,0
#N/A,5,3CAL_00008630_01_002482.jpg,1602,488,1605,492,1434,1,0,0
#N/A,5,3CAL_00008630_01_002542.jpg,1601,875,1604,883,1434,1,0,0
#N/A,5,3CAL_00008630_01_002714.jpg,1598,720,1600,725,1433,1,0,0
#N/A,5,3CAL_00012644_04_004032.jpg,440,162,444,166,565,4,0,0
1,3,3CAL_00008634_02_003815.jpg,323,741,326,747,0,2,0,0
#N/A,5,3CAL_00012644_04_005871.jpg,432,78,435,82,565,4,0,0
#N/A,5,3CAL_00012644_01_008306.jpg,1535,420,1543,438,1445,1,0,0
1,3,3CAL_00009276_06_000464.jpg,1704,611,1720,634,0,6,0,1
20,290,3CAL_00009276_06_010972.jpg,1256,246,1498,1000,0,6,0,1
#N/A,5,3CAL_00008630_01_002945.jpg,1602,470,1605,474,1434,1,0,0
1,3,3CAL_00008634_02_004102.jpg,323,339,326,347,0,2,0,0
#N/A,5,3CAL_00012651_04_006447.jpg,382,583,387,587,490,4,0,0
#N/A,5,3CAL_00012651_04_003673.jpg,383,674,387,679,490,4,0,0
#N/A,5,3CAL_00008630_01_003109.jpg,1595,253,1598,257,1433,1,0,0
1,3,3CAL_00008634_03_004124.jpg,146,140,150,144,0,3,0,0
20,290,3CAL_00014496_05_001421.jpg,955,878,985,910,964,5,0,1
1,3,3CAL_00009276_06_011000.jpg,955,42,1081,331,0,6,0,1
20,290,3CAL_00009276_06_011000.jpg,596,18,689,170,0,6,0,1
1,3,3CAL_00008634_03_004174.jpg,661,755,665,759,0,3,0,0
18,271,3CAL_00008634_03_004256.jpg,1092,319,1094,433,0,3,0,0
6,160,3CAL_00018939_03_011186.jpg,649,37,2047,48,0,3,0,0
6,160,3CAL_00018939_04_011186.jpg,0,37,139,46,239,4,0,0
16,261,3CAL_00008634_01_000004.jpg,1462,881,1567,999,1508,1,0,0
#N/A,5,3CAL_00008630_01_001966.jpg,1593,582,1596,585,1433,1,0,0
19,280,3CAL_00008630_06_002143.jpg,945,271,957,334,0,6,0,1
6,160,3CAL_00018938_03_019467.jpg,633,772,804,787,0,3,0,0
#N/A,5,3CAL_00008630_01_002371.jpg,1602,751,1605,756,1433,1,0,0
#N/A,5,3CAL_00008630_01_002391.jpg,1607,417,1609,422,1433,1,0,0
9,190,3CAL_00017171_06_000004.jpg,1225,0,2048,1000,0,6,0,1
9,190,3CAL_00017171_07_000003.jpg,0,0,577,1000,0,7,0,1
#N/A,5,3CAL_00008630_01_002421.jpg,1596,882,1599,886,1433,1,0,0
1,3,3CAL_00008634_03_003640.jpg,677,131,681,135,0,3,0,0
1,3,3CAL_00008634_03_003670.jpg,679,381,683,385,0,3,0,0
1,3,3CAL_00008634_03_003771.jpg,678,216,682,221,0,3,0,0
1,3,3CAL_00008634_03_003801.jpg,677,476,681,479,0,3,0,0
1,3,3CAL_00008634_03_003821.jpg,675,641,679,645,0,3,0,0
5,130,3CAL_00014128_05_005061.jpg,1334,394,1353,1000,1279,5,0,1
1,3,3CAL_00008634_02_004022.jpg,875,335,879,338,0,2,0,0
#N/A,5,3CAL_00008630_01_003412.jpg,1593,479,1596,483,1433,1,0,0
1,3,3CAL_00008630_03_003977.jpg,623,535,627,539,0,3,0,0
1,3,3CAL_00008630_03_003994.jpg,527,201,530,205,0,3,0,0
1,3,3CAL_00008630_03_003997.jpg,622,664,626,667,0,3,0,0
15,260,3CAL_00008700_06_000006.jpg,1847,598,1900,661,0,6,0,1
1,3,3CAL_00008630_03_004001.jpg,798,458,802,461,0,3,0,0
1,3,3CAL_00008630_03_004017.jpg,622,790,626,793,0,3,0,0
6,160,3CAL_00018938_03_019467.jpg,1288,782,1444,794,0,3,0,0
6,160,3CAL_00018938_02_019464.jpg,1312,449,2047,462,0,2,0,0
